true,false,false,5,2,4,2,5,5,4,false,true
true,false,false,5,2,4,2,5,5,4,false,true
false,true,false,6,2,4,2,5,5,1,false,true
true,false,false,5,2,4,2,5,5,4,false,true
false,true,false,6,2,4,2,5,5,1,false,true
false,true,false,6,2,4,2,5,5,1,false,true
true,false,false,5,2,4,2,5,5,4,false,true
false,true,false,6,2,4,2,5,5,1,false,true
false,true,false,6,2,4,2,5,5,1,false,true
false,true,false,6,2,4,2,5,5,1,false,true
true,false,false,5,2,4,2,5,5,4,false,true
false,true,false,6,2,4,2,5,5,1,false,true
false,true,false,6,2,4,2,5,5,1,false,true
false,true,false,6,2,4,2,5,5,1,false,true
false,true,false,6,2,4,2,6,5,1,false,true
true,false,false,5,2,4,2,5,5,4,false,true
false,true,false,6,2,4,2,5,5,1,false,true
false,true,false,6,2,4,2,5,5,1,false,true
false,true,false,6,2,4,2,5,5,1,false,true
false,true,false,6,2,4,2,6,5,1,false,true
false,true,false,6,2,4,2,6,5,1,false,true
true,false,false,5,2,4,2,5,5,4,false,true
false,true,false,6,2,4,2,5,5,1,false,true
false,true,false,6,2,4,2,5,5,1,false,true
false,true,false,6,2,4,2,5,5,1,false,true
false,true,false,6,2,4,2,6,5,1,false,true
false,true,false,6,2,4,2,6,5,1,false,true
false,false,true,6,2,4,2,6,5,4,false,true
true,false,false,5,2,4,2,5,5,4,false,true
false,true,false,6,2,4,2,5,5,1,false,true
false,true,false,6,2,4,2,5,5,1,false,true
false,true,false,6,2,4,2,5,5,1,false,true
false,true,false,6,2,4,2,6,5,1,false,true
false,true,false,6,2,4,2,6,5,1,false,true
false,false,true,6,2,4,2,6,5,4,false,true
false,false,true,6,2,4,2,6,5,4,false,true
true,false,false,5,2,4,2,5,5,4,false,true
false,true,false,6,2,4,2,5,5,1,false,true
false,true,false,6,2,4,2,5,5,1,false,true
false,true,false,6,2,4,2,5,5,1,false,true
false,true,false,6,2,4,2,6,5,1,false,true
false,true,false,6,2,4,2,6,5,1,false,true
false,false,true,6,2,4,2,6,5,4,false,true
false,false,true,6,2,4,2,6,5,4,false,true
false,false,true,6,2,4,2,6,6,4,false,true
true,false,false,5,2,4,2,5,5,4,false,true
false,true,false,6,2,4,2,5,5,1,false,true
false,true,false,6,2,4,2,5,5,1,false,true
false,true,false,6,2,4,2,5,5,1,false,true
false,true,false,6,2,4,2,6,5,1,false,true
false,true,false,6,2,4,2,6,5,1,false,true
false,false,true,6,2,4,2,6,5,4,false,true
false,false,true,6,2,4,2,6,5,4,false,true
false,false,true,6,2,4,2,6,6,4,false,true
false,false,true,6,2,4,2,6,6,4,false,true
true,false,false,5,2,4,2,5,5,4,false,true
false,true,false,6,2,4,2,5,5,1,false,true
false,true,false,6,2,4,2,5,5,1,false,true
false,true,false,6,2,4,2,5,5,1,false,true
false,true,false,6,2,4,2,6,5,1,false,true
false,true,false,6,2,4,2,6,5,1,false,true
false,false,true,6,2,4,2,6,5,4,false,true
false,false,true,6,2,4,2,6,5,4,false,true
false,false,true,6,2,4,2,6,6,4,false,true
false,false,true,6,2,4,2,6,6,4,false,true
false,false,true,6,2,4,2,6,6,4,false,true
true,false,false,5,2,4,2,5,5,4,false,true
false,true,false,6,2,4,2,5,5,1,false,true
false,true,false,6,2,4,2,5,5,1,false,true
false,true,false,6,2,4,2,5,5,1,false,true
false,true,false,6,2,4,2,6,5,1,false,true
false,true,false,6,2,4,2,6,5,1,false,true
false,false,true,6,2,4,2,6,5,4,false,true
false,false,true,6,2,4,2,6,5,4,false,true
false,false,true,6,2,4,2,6,6,4,false,true
false,false,true,6,2,4,2,6,6,4,false,true
false,false,true,6,2,4,2,6,6,4,false,true
false,false,true,6,2,4,2,6,6,4,false,true
true,false,false,5,2,4,2,5,5,4,false,true
false,true,false,6,2,4,2,5,5,1,false,true
false,true,false,6,2,4,2,5,5,1,false,true
false,true,false,6,2,4,2,5,5,1,false,true
false,true,false,6,2,4,2,6,5,1,false,true
false,true,false,6,2,4,2,6,5,1,false,true
false,false,true,6,2,4,2,6,5,4,false,true
false,false,true,6,2,4,2,6,5,4,false,true
false,false,true,6,2,4,2,6,6,4,false,true
false,false,true,6,2,4,2,6,6,4,false,true
false,false,true,6,2,4,2,6,6,4,false,true
false,false,true,6,2,4,2,6,6,4,false,true
false,false,true,6,2,4,2,6,6,6,false,true
true,false,false,5,2,4,2,5,5,4,false,true
false,true,false,6,2,4,2,5,5,1,false,true
false,true,false,6,2,4,2,5,5,1,false,true
false,true,false,6,2,4,2,5,5,1,false,true
false,true,false,6,2,4,2,6,5,1,false,true
false,true,false,6,2,4,2,6,5,1,false,true
false,false,true,6,2,4,2,6,5,4,false,true
false,false,true,6,2,4,2,6,5,4,false,true
false,false,true,6,2,4,2,6,6,4,false,true
false,false,true,6,2,4,2,6,6,4,false,true
false,false,true,6,2,4,2,6,6,4,false,true
false,false,true,6,2,4,2,6,6,4,false,true
false,false,true,6,2,4,2,6,6,6,false,true
false,false,true,6,2,4,2,6,6,6,false,true
true,false,false,5,2,4,2,5,5,4,false,true
false,true,false,6,2,4,2,5,5,1,false,true
false,true,false,6,2,4,2,5,5,1,false,true
false,true,false,6,2,4,2,5,5,1,false,true
false,true,false,6,2,4,2,6,5,1,false,true
false,true,false,6,2,4,2,6,5,1,false,true
false,false,true,6,2,4,2,6,5,4,false,true
false,false,true,6,2,4,2,6,5,4,false,true
false,false,true,6,2,4,2,6,6,4,false,true
false,false,true,6,2,4,2,6,6,4,false,true
false,false,true,6,2,4,2,6,6,4,false,true
false,false,true,6,2,4,2,6,6,4,false,true
false,false,true,6,2,4,2,6,6,6,false,true
false,false,true,6,2,4,2,6,6,6,false,true
false,false,true,6,2,4,2,6,6,6,false,true
true,false,false,5,2,4,2,5,5,4,false,true
false,true,false,6,2,4,2,5,5,1,false,true
false,true,false,6,2,4,2,5,5,1,false,true
false,true,false,6,2,4,2,5,5,1,false,true
false,true,false,6,2,4,2,6,5,1,false,true
false,true,false,6,2,4,2,6,5,1,false,true
false,false,true,6,2,4,2,6,5,4,false,true
false,false,true,6,2,4,2,6,5,4,false,true
false,false,true,6,2,4,2,6,6,4,false,true
false,false,true,6,2,4,2,6,6,4,false,true
false,false,true,6,2,4,2,6,6,4,false,true
false,false,true,6,2,4,2,6,6,4,false,true
false,false,true,6,2,4,2,6,6,6,false,true
false,false,true,6,2,4,2,6,6,6,false,true
false,false,true,6,2,4,2,6,6,6,false,true
false,false,false,6,2,4,2,6,6,0,false,false
true,false,false,5,2,4,2,5,5,4,false,true
false,true,false,6,2,4,2,5,5,1,false,true
false,true,false,6,2,4,2,5,5,1,false,true
false,true,false,6,2,4,2,5,5,1,false,true
false,true,false,6,2,4,2,6,5,1,false,true
false,true,false,6,2,4,2,6,5,1,false,true
false,false,true,6,2,4,2,6,5,4,false,true
false,false,true,6,2,4,2,6,5,4,false,true
false,false,true,6,2,4,2,6,6,4,false,true
false,false,true,6,2,4,2,6,6,4,false,true
false,false,true,6,2,4,2,6,6,4,false,true
false,false,true,6,2,4,2,6,6,4,false,true
false,false,true,6,2,4,2,6,6,6,false,true
false,false,true,6,2,4,2,6,6,6,false,true
false,false,true,6,2,4,2,6,6,6,false,true
false,false,false,6,2,4,2,6,6,0,false,false
false,false,false,6,2,4,2,6,6,0,false,true
true,false,false,5,2,4,2,5,5,4,false,true
false,true,false,6,2,4,2,5,5,1,false,true
false,true,false,6,2,4,2,5,5,1,false,true
false,true,false,6,2,4,2,5,5,1,false,true
false,true,false,6,2,4,2,6,5,1,false,true
false,true,false,6,2,4,2,6,5,1,false,true
false,false,true,6,2,4,2,6,5,4,false,true
false,false,true,6,2,4,2,6,5,4,false,true
false,false,true,6,2,4,2,6,6,4,false,true
false,false,true,6,2,4,2,6,6,4,false,true
false,false,true,6,2,4,2,6,6,4,false,true
false,false,true,6,2,4,2,6,6,4,false,true
false,false,true,6,2,4,2,6,6,6,false,true
false,false,true,6,2,4,2,6,6,6,false,true
false,false,true,6,2,4,2,6,6,6,false,true
false,false,false,6,2,4,2,6,6,0,false,false
false,false,false,6,2,4,2,6,6,0,false,true
false,false,false,6,2,4,2,6,6,0,false,true
true,false,false,5,2,4,2,5,5,4,false,true
false,true,false,6,2,4,2,5,5,1,false,true
false,true,false,6,2,4,2,5,5,1,false,true
false,true,false,6,2,4,2,5,5,1,false,true
false,true,false,6,2,4,2,6,5,1,false,true
false,true,false,6,2,4,2,6,5,1,false,true
false,false,true,6,2,4,2,6,5,4,false,true
false,false,true,6,2,4,2,6,5,4,false,true
false,false,true,6,2,4,2,6,6,4,false,true
false,false,true,6,2,4,2,6,6,4,false,true
false,false,true,6,2,4,2,6,6,4,false,true
false,false,true,6,2,4,2,6,6,4,false,true
false,false,true,6,2,4,2,6,6,6,false,true
false,false,true,6,2,4,2,6,6,6,false,true
false,false,true,6,2,4,2,6,6,6,false,true
false,false,false,6,2,4,2,6,6,0,false,false
false,false,false,6,2,4,2,6,6,0,false,true
false,false,false,6,2,4,2,6,6,0,false,true
false,false,false,6,2,4,2,6,6,0,false,true
true,false,false,5,2,4,2,5,5,4,false,true
false,true,false,6,2,4,2,5,5,1,false,true
false,true,false,6,2,4,2,5,5,1,false,true
false,true,false,6,2,4,2,5,5,1,false,true
false,true,false,6,2,4,2,6,5,1,false,true
false,true,false,6,2,4,2,6,5,1,false,true
false,false,true,6,2,4,2,6,5,4,false,true
false,false,true,6,2,4,2,6,5,4,false,true
false,false,true,6,2,4,2,6,6,4,false,true
false,false,true,6,2,4,2,6,6,4,false,true
false,false,true,6,2,4,2,6,6,4,false,true
false,false,true,6,2,4,2,6,6,4,false,true
false,false,true,6,2,4,2,6,6,6,false,true
false,false,true,6,2,4,2,6,6,6,false,true
false,false,true,6,2,4,2,6,6,6,false,true
false,false,false,6,2,4,2,6,6,0,false,false
false,false,false,6,2,4,2,6,6,0,false,true
false,false,false,6,2,4,2,6,6,0,false,true
false,false,false,6,2,4,2,6,6,0,false,true
false,false,false,6,2,4,2,6,6,0,false,true
true,false,false,5,2,4,2,5,5,4,false,true
false,true,false,6,2,4,2,5,5,1,false,true
false,true,false,6,2,4,2,5,5,1,false,true
false,true,false,6,2,4,2,5,5,1,false,true
false,true,false,6,2,4,2,6,5,1,false,true
false,true,false,6,2,4,2,6,5,1,false,true
false,false,true,6,2,4,2,6,5,4,false,true
false,false,true,6,2,4,2,6,5,4,false,true
false,false,true,6,2,4,2,6,6,4,false,true
false,false,true,6,2,4,2,6,6,4,false,true
false,false,true,6,2,4,2,6,6,4,false,true
false,false,true,6,2,4,2,6,6,4,false,true
false,false,true,6,2,4,2,6,6,6,false,true
false,false,true,6,2,4,2,6,6,6,false,true
false,false,true,6,2,4,2,6,6,6,false,true
false,false,false,6,2,4,2,6,6,0,false,false
false,false,false,6,2,4,2,6,6,0,false,true
false,false,false,6,2,4,2,6,6,0,false,true
false,false,false,6,2,4,2,6,6,0,false,true
false,false,false,6,2,4,2,6,6,0,false,true
false,false,false,6,2,4,2,6,6,0,false,true
true,false,false,5,2,4,2,5,5,4,false,true
false,true,false,6,2,4,2,5,5,1,false,true
false,true,false,6,2,4,2,5,5,1,false,true
false,true,false,6,2,4,2,5,5,1,false,true
false,true,false,6,2,4,2,6,5,1,false,true
false,true,false,6,2,4,2,6,5,1,false,true
false,false,true,6,2,4,2,6,5,4,false,true
false,false,true,6,2,4,2,6,5,4,false,true
false,false,true,6,2,4,2,6,6,4,false,true
false,false,true,6,2,4,2,6,6,4,false,true
false,false,true,6,2,4,2,6,6,4,false,true
